,title,price,description,link,Image,categorie
237,PHYTO PHYTOKERATINE SÉRUM 30ML,84.850 TND TTC,"

Spécifiquement formulé pour réparer les pointes abîmées, le sérum réparateur Phytokératine, véritable pansement capillaire, contient des peptides de soie et un complexe d’huiles de palmiers du Brésil.
Le Kerato-Filler, combleur intra-fibre de kératine, répare la matière interne des cheveux abîmés, cassants.
La kératine végétale et l’acide hyaluronique injectés au coeur de la fibre assurent la reconstruction de l’architecture du cheveu et un au d’hydratation optimal.
A la surface de la fibre capillaire, les céramides lissent les écailles et comblent les brèches.
Protégées des agressions extérieures grâce à l’extrait de grenade, antiradicalaire et anti-UV, les pointes sont réparées aussi douces que la soie.

",https://anais.tn/produit/phyto-phytokeratine-serum-30ml/,https://anais.tn/wp-content/uploads/2020/05/unnamed.png,Cheveux
238,PHYTO PHYTOKERATINE SHAMPOOING RÉPARATEUR 200ML,61.900 TND TTC,"

Shampooing Réparateur au Kérato-Filler un shampooing à la texture onctueuse et au parfum délicat qui lave en douceur et sans sulfate.
Il est le garant d’un cheveu comblé !
La fibre est restructurée, les écailles lissées. et en plus, le démêlage devient facile, le toucher soyeux et la brillance est bien au rendez-vous.

",https://anais.tn/produit/phytokeratine-shampooing/,https://anais.tn/wp-content/uploads/2020/05/5d7fb2e31bb62_phytokeratine_shampooing_reparateur-1.png,Cheveux
239,PHYTO PHYTOKÉRATINE SPRAY RÉPARATEUR 150ml,59.980 TND TTC,"

Le spray réparateur thermo-protecteur répare la matière des cheveux abimés tout en les protégeant de la chaleur et de la casse lors du coiffage, brushing ou lissage.
Enrichi en Kératine Végétale et en acide hyaluronique, il assure un taux d’hydratation optimal. 
L’extrait naturel de Raisin thermo-actif protège les cheveux des méfaits de la chaleur.

",https://anais.tn/produit/phytokeratine-spray-reparateur/,https://anais.tn/wp-content/uploads/2020/05/5d82211553249_phytokeratine_spray_reparateur_cheveux_abim_s.png,Cheveux
240,PHYTO PHYTOLAQUE BLEU LAQUE VÉGÉTALE FIXATION MOYENNE 100ML,39.500 TND TTC,"

Une laque pour contrôler et discipliner tout en finesse les cheveux sans coller ni cartonner en assurant une tenue parfaite.
La gomme laque est une résine naturelle qui fixe la chevelure sans l’alourdir, même par temps humide, en lui apportant une brillance incomparable.

",https://anais.tn/produit/phyto-phytolaque-bleu-laque-vegetale-fixation-moyenne-100ml/,https://anais.tn/wp-content/uploads/2020/08/205025-phyto-phytolaque-miroir-fixation-medium-tous-cheveux-1000x1000-compressed.jpg,Cheveux
241,PHYTO PHYTOLAQUE ROUGE LAQUE VÉGÉTALE FIXATION MOYENNE 100ML,39.500 TND TTC,"

Une laque pour contrôler et discipliner tout en finesse les cheveux sans coller ni cartonner en assurant une tenue parfaite.
La gomme laque est une résine naturelle qui fixe la chevelure sans l’alourdir, même par temps humide, en lui apportant une brillance incomparable.

",https://anais.tn/produit/phyto-phytolaque-rouge-laque-vegetale-fixation-moyenne-100ml/,https://anais.tn/wp-content/uploads/2020/08/Untitled-3-compressed.jpg,Cheveux
242,PHYTO PHYTOLIUM 4 CONCENTRE AMPOULES 12,163.800 TND TTC,"

un traitement antichute spécialement dédié aux hommes lors de chutes de cheveux sévères et héréditaires.
 Il va permettre afin de freiner la chute des cheveux, de favoriser leur croissance, de densifier la masse capillaire et de prolonger la vie du cheveu.

",https://anais.tn/produit/phyto-phytolium-4-concentre-ampoules-12/,https://anais.tn/wp-content/uploads/2020/08/phytolium-ampoules-min.jpg,Cheveux
243,PHYTO PHYTOLIUM SHAMPOING TRAITANT FORTIFIANT 125ML,60.700 TND TTC,"

Allié précieux et complémentaire du Traitement Antichute Phytolium, le Shampoing Traitant Fortifiant Phyto Phytolium aide à traiter la chute des cheveux. 
Il associe l’extrait de rooibos, connu pour ses propriétés stimulantes et tonifiantes, à l’extrait d’écorce de quinquina qui dynamise le bulbe et fortifie le cuir chevelu.

",https://anais.tn/produit/phyto-phytolium-shampoing-traitant-fortifiant-125ml/,https://anais.tn/wp-content/uploads/2020/08/ARWBM_fr_FR_0-min.jpg,Cheveux
244,PHYTO PHYTOPANAMA SHAMPOING DOUX ÉQUILIBRANT 200ML,34.450 TND TTC,"

Le shampoing intelligent Phytopanama est conçu pour un usage fréquent et convient aux cheveux à tendance grasse. 
Sa composition riche en progénium protège le cuir chevelu et absorbe l’excès de sébum. Protecteur, absorbe l’excès de sébum. 
Redonne légèreté et souplesse à la chevelure.

",https://anais.tn/produit/phyto-phytopanama-shampoing-doux-equilibrant-200ml/,https://anais.tn/wp-content/uploads/2020/08/PHYTOShampooingPHYTOPANAMA_200ml_-p2_1024x1024-compressed.jpg,Cheveux
245,PHYTO PHYTOPHANÈRE COMPLÉMENT ALIMENTAIRE CHEVEUX  ET ONGLES,134.980 TND TTC,"

Phytophanère est un complément alimentaire dédié à la force et à l’accroissement des cheveux.
La vitamines B6 contribue à la production de la cystéine, constituant de la kératine, tandis que la vitamine B8 et le zinc participent à leur beauté et à leur qualité.

",https://anais.tn/produit/phytophanere-complement-alimentaire-cheveux-ongles/,https://anais.tn/wp-content/uploads/2020/05/PHYTOPHANERE-Complement-alimentaire-Force-croissance-volume-Antichute_reflexion.png,Cheveux
246,PHYTO PHYTOPLAGE HUILE PROTECTRICE 100ML,38.900 TND TTC,"

L’huile protectrice Phytoplage de Phyto est un spray protégeant les cheveux secs et abîmés des effets néfastes du soleil, de la mer et de la piscine. 
Elle conserve l’éclat et la couleur du cheveu. 
Il possède un filtre UV.

",https://anais.tn/produit/phyto-phytoplage-huile-protectrice-100ml/,https://anais.tn/wp-content/uploads/2020/08/5ef1e74aa8bcb_huile_protectrice_phytoplage_reflet-min.jpg,Cheveux
247,PHYTO PHYTOPLAGE SHAMPOING 200ML,25.500 TND TTC,"

Pour les cheveux et le corps, ce gel onctueux mousse délicatement pour éliminer le sel, le sable et le chlore. 
Les cheveux retrouvent brillance et souplesse. 
La peau devient douce et satinée.

",https://anais.tn/produit/phyto-phytoplage-shampoing-200ml/,https://anais.tn/wp-content/uploads/2020/08/65319321-211b-4900-bb2b-51472429c1ff-min.jpg,Cheveux
248,PHYTO PHYTOPROGENIUM LAIT DÉMÊLANT DOUCEUR EXTRÊME 150ML,71.700 TND TTC,"

Le lait démêlant Phytoprogenium est indiqué pour démêler instantanément les cheveux, pour faciliter le coiffage et préparer au brushing tout en nourrissant et en apportant de la brillance à la chevelure.
 Convient à tous types de cheveux.

",https://anais.tn/produit/phyto-phytoprogenium-lait-demelant-douceur-extreme-150ml/,https://anais.tn/wp-content/uploads/2020/08/fed34f47c8b97ad1da1b46c4ad357dc16b638ab8-compressed.jpg,Cheveux
249,PHYTO PHYTOPROGENIUM SHAMPOING INTELLIGENT 200ML,54.900 TND TTC,"

phytoprogenium renforce l’auto-défense du cuir chevelu shampoing après shampoing.
Plus on l’utilise, plus le cuir chevelu est protégé, plus les cheveux sont sains et beaux.

",https://anais.tn/produit/phyto-phytoprogenium-shampoing-intelligent-200ml/,https://anais.tn/wp-content/uploads/2020/08/0618059103445-phytargent-shampoing-eclat-argent-200ml-2x-min.jpg,Cheveux
250,PHYTO PHYTORHUM SHAMPOING TONUS ÉNERGISANT 200ML,26.800 TND TTC,"

Shampoing à consommer sans modération pour redonner tonus aux cheveux mous et fatigués.
Inspiré des gestes de beauté traditionnels et des recettes d’antan, PHYTORHUM est un authentique bain d’énergie et de vitalité pour des cheveux plus vigoureux.

",https://anais.tn/produit/phyto-phytorhum-shampoing-tonus-energisant-200ml/,https://anais.tn/wp-content/uploads/2020/08/phyto-shampooing-tonus-energisant-phytorhum-200ml.jpg,Cheveux
251,PHYTO PHYTOSPECIFIC BAIN CREME ULTRA-REPARATEUR 200 ML,45.300 TND TTC,"

Le Bain de Crème ultra-réparateur de phytospecific est le soin idéal pour les cheveux secs et abîmés. 
Ses propriétés antistatiques font de lui un excellent démêlant, pour traiter les cheveux avec la plus grande douceur, et les laisser brillants et résistants.

",https://anais.tn/produit/phyto-phytospecific-bain-creme-ultra-reparateur-200-ml/,https://anais.tn/wp-content/uploads/2020/08/PHYTO-SPECIFIC-BAIN-DE-CREME-ULTRA-REPARATEUR-compressed.jpg,Cheveux
252,PHYTO PHYTOSPECIFIC MASQUE HYDRATATION RICHE 150ML,45.300 TND TTC,"

Ce masque à la texture onctueuse est enrichi en miel de Trèfle blanc, en beurre de Karité et en extraction de Guimauve permettant de rééquilibrer la fibre en eau, d’apporter une hydratation riche, d’assouplir et de démêler instantanément les chevelures sèches et rêches. 

",https://anais.tn/produit/phyto-phytospecific-masque-hydratation-riche-150ml/,https://anais.tn/wp-content/uploads/2020/08/5dfcd9c32cecd_phytospecific_masque_hydra_riche_reflet.jpg,Cheveux
253,PHYTO PHYTOSPECIFIC MASQUE ULTRA-LISSANT 200 ML,45.300 TND TTC,"

Masque ultra-lissant ,Restauration intense.
Effet soyeux et brillance.
Ce soin profond dès la première utilisation, rend la chevelure parfaitement lisse, douce, plus forte et facile à coiffer.  

",https://anais.tn/produit/phyto-phytospecific-masque-ultra-lissant-200-ml/,https://anais.tn/wp-content/uploads/2020/08/10988969-5034443389674626-compressed.jpg,Cheveux
254,PHYTO PHYTOSPECIFIC SHAMPOING ULTRA LISSANT 150ML,28.500 TND TTC,"

Le Phyto Spécific Shampoing Ultra Lissant 150ml est un soin qui répare et hydrate les cheveux défrisés et ayant subi des traitements chimiques.
Ce puissant restaurateur de structures capillaires apporte ainsi douceur et effet lissant à chaque lavage.

",https://anais.tn/produit/phyto-phytospecific-shampoing-ultra-lissant-150ml/,https://anais.tn/wp-content/uploads/2020/08/product-1.jpg,Cheveux
255,PHYTO PHYTOSPECIFIC SHAMPOING ULTRA RÉPARATEUR 150ML,28.500 TND TTC,"

Idéal pour réparer efficacement les fibres cassantes. 
Ce shampoing et sa texture crémeuse à base de beurre d’Illipé donnent force et vitalité à la chevelure, tout en douceur. 
Il aide à lutter contre les agressions extérieures.

",https://anais.tn/produit/phyto-phytospecific-shampoing-ultra-reparateur-150ml/,https://anais.tn/wp-content/uploads/2020/08/product.jpg,Cheveux
256,PHYTO PHYTOSQUAM INTENSE SHAMPOING ANTI PELLICULAIRE 125ML,55.900 TND TTC,"

Double efficacité pour ce shampoing-soin concentré en actifs d’origine naturelle. Il conjugue une efficacité antipelliculaire record et un résultat beauté inégalé.
Il respecte le cuir chevelu et laisse les cheveux doux et brillants et faciles à coiffer.

",https://anais.tn/produit/phyto-phytosquam-intense-shampoing-anti-pelliculaire-125ml/,https://anais.tn/wp-content/uploads/2020/08/Phyto-phytosquam-pellicules-shampooing-125ml-min.jpg,Cheveux
257,PHYTO PHYTOSQUAM SHAMPOING ANTIPELLICULAIRE HYDRATANT 200 ML,55.900 TND TTC,"

Phyto Phytosquam Shampooing Antipelliculaire Hydratant 200 ml élimine durablement les pellicules.
Hydrate et apporte brillance aux cheveux secs.

",https://anais.tn/produit/phyto-phytosquam-shampoing-antipelliculaire-hydratant-200-ml/,https://anais.tn/wp-content/uploads/2020/08/11035255-1134786790811354-compressed.jpg,Cheveux
258,PHYTO PHYTOSQUAM SHAMPOING ANTIPELLICULAIRE PURIFIANT 200ML,55.900 TND TTC,"

Spécifiquement conçu pour les cheveux à tendance grasse, phytosquam élimine durablement les pellicules tout en apportant beauté et vitalité aux cheveux.
Une synergie d’actifs purifiants et anti-irritants diminue la sécrétion de sébum et apaise le cuir chevelu.

",https://anais.tn/produit/phyto-phytosquam-shampoing-antipelliculaire-purifiant-200ml/,https://anais.tn/wp-content/uploads/2020/08/phyto-phytosquam-shampooing-antipelliculaire-purifiant-200ml-f1200-f1200-compressed.jpg,Cheveux
259,PURAH  RESTORE LEAVE-IN 100ML,50.611 TND TTC,"

Leave In Restore est riche en kératine et a été conçu pour combler les cuticules du cheveu le rendant plus résistant et hydraté. 
Il protège les cheveux, les laisse brillants et extrêmement doux en venant enrober, tel un bouclier, la fibre capillaire afin de faire barrage aux agressions du quotidien (chlore, sel de mer, uv, pollution, chaleur du fer à lisser, etc.)

",https://anais.tn/produit/purah-restore-leave-in-100ml/,https://anais.tn/wp-content/uploads/2021/06/1Artboard_331-e1623776388986.png,Cheveux
260,PURAH BELLA COLOR LEAVE-IN 300ML,50.500 TND TTC,"

Leave-In Bella Color est formulé avec de l’huile d’abricot et un filtre UV qui protège les cheveux des radiations. 
Démêle doucement, scelle les extrémités ouvertes et donne légèreté, douceur et brillance aux fils. 
Protège les cheveux colorés des agressions du quotidien et de la chaleur de votre sèche cheveux ou fer a lisser. 

",https://anais.tn/produit/purah-bella-color-leave-in-300ml/,https://anais.tn/wp-content/uploads/2021/06/2b384cf4-a7f7-4275-9bbd-f1ef9ee79d85-e1623777486805.jpg,Cheveux
261,PURAH BELLA COLOR MASQUE 250 ML,38.800 TND TTC,"

Riche en huile de Rose de Damas, en extrait d’huile d’abricot et en extrait de graines de tournesol , la ligne Bella Color offre une protection efficace de la couleur des cheveux grâce à son filtre UV.
La couleur est protégée des lavages réguliers et autres agressions du quotidien.

",https://anais.tn/produit/purah-masque-bella-color-250-ml/,https://anais.tn/wp-content/uploads/2021/06/c97d33_9e7926bd1a4947d78490e20a4632d926_mv2-min-e1623776720329.jpg,Cheveux
262,PURAH BELLA COLOR SHAMPOING 300ML,40.100 TND TTC,"

Le shampoing Bella Color  est riche en extrait d’huile d’abricot et de graines de tournesol qui nettoie et purifie les cheveux en profondeur. 
Protège contre les rayons UV, laissant les cheveux doux et la couleur ravivée.
Les cheveux colorés gagnent en hydratation au toucher et en radiance pour des couleurs prolongées.

",https://anais.tn/produit/purah-bella-color-shampoing-300ml/,https://anais.tn/wp-content/uploads/2021/06/c97d33_097a7009296e45ba95671f207dfb5a61_mv2-e1623777008357.jpg,Cheveux
263,PURAH DAILY USE SAMPOING 300ML,47.100 TND TTC,"

Formulé avec des ingrédients actifs spéciaux, il a dans sa composition de l’Aloe vera, plante connue pour ses caractéristiques médicinales.
Grâce à son action antiseptique, il nettoie parfaitement le cuir chevelu.
 Son effet détoxifiant et cicatrisant ainsi que son effet régénérateur cellulaire et sa constitution non salée le rendent idéal pour une utilisation quotidienne.
 Laisse les cheveux propres avec un aspect sain.

",https://anais.tn/produit/purah-daily-use-sampoing-300ml/,https://anais.tn/wp-content/uploads/2021/06/téléchargement.jpg,Cheveux
264,PURAH DEEP CARE MASQUE 250ML,49.500 TND TTC,"

Le masque DEEP CARE Intense Maintenance est formulé avec de la kératine, qui aide à restaurer la vitalité des cheveux. 
Empêche son dessèchement et intensifie son éclat et sa douceur, en même temps il reconstruit les parties internes et externes de la fibre capillaire. 
Il a été spécialement développé pour le bien des cheveux lissés chimiquement. 

",https://anais.tn/produit/purah-deep-care-masque-250ml/,https://anais.tn/wp-content/uploads/2021/06/c97d33_c4c79d7112be418082968c87ef2ae4cf_mv2-e1623855348311.jpg,Cheveux
265,PURAH DEEP CARE SHAMPOING 300ML,46.400 TND TTC,"

Le Shampoing Purah Deep Care a été développé avec des ingrèdients actifs spéciaux tels que la kératine et tourmaline.
Il nettoie en douceur la fibre capillaire, modifiée par un lissage progressif ou non, lui apportant douceur et brillance.
 Il garde les cheveux réalignés pendant beaucoup plus longtemps. 
Formulé sans sels il est compatible avec tout traitement lissant.

",https://anais.tn/produit/purah-deep-care-shampoing-300ml/,https://anais.tn/wp-content/uploads/2021/06/c97d33_93a08c4073fa485b8271ddfc030ba3f4_mv2-e1623855035187.jpg,Cheveux
266,PURAH MASK DAILY USE 250ML,49.800 TND TTC,"

Le masque DAILY USE a été conçu avec des actifs spéciaux. Il contient dans sa composition de l’Aloe Vera, une plante connue pour ses propriétés médicinales.
 En raison de son action nourrissante et réparatrice, il répare la fibre capillaire et restitue les nutriments et les protéines des cheveux abîmés

",https://anais.tn/produit/purah-mask-daily-use-250ml/,https://anais.tn/wp-content/uploads/2021/06/purah-mask-daily-use.jpg,Cheveux
267,PURAH MASQUE ARGAN SHINE,69.100 TND TTC,"

Créez 4 fois plus de brillance et d’hydratation pour vos cheveux avec le Masque Deep Care soin intense
 Une finition lisse &douce dés la première utilisation.

",https://anais.tn/produit/purah-masque-argan-shine/,https://anais.tn/wp-content/uploads/2021/01/Argan-Mask-500-compressed.jpg,Cheveux
268,PURAH RESTORE MASQUE KERATINE,53.951 TND TTC,"

Le Leave -in Restore By Purah Beauty Tunisie
protège les longueurs des effets néfastes des températures élevées et de la friction continuelle des outils chauffants, il adoucit et assouplit la chevelure.
 Pénètre instantanément dans la fibre capillaire pour une action anti-casse, anti-fourches et anti-agressions.

",https://anais.tn/produit/purah-restore-masque-keratine/,https://anais.tn/wp-content/uploads/2021/01/1Artboard_321_1200x1200.png,Cheveux
269,PURAH SERUM LUMINE ET REPAIR,64.950 TND TTC,"

Pour une chevelure d’exception s, optez pour Sérum Deep Care extrême spécialement conçue pour les cheveux ultra-abîmés !
Redonnez à votre chevelure toute la force et l’éclat qu’elle mérite .

",https://anais.tn/produit/purah-serum-lumine-et-repair/,https://anais.tn/wp-content/uploads/2021/01/1Artboard_101_1024x-compressed.jpg,Cheveux
270,PURAH SHAMPOOING KERATIN,45.184 TND TTC,"

Un incroyable shampoing qui rend les cheveux intensément brillants , légers , fluides et doux .

",https://anais.tn/produit/purah-shampoing-keratin/,https://anais.tn/wp-content/uploads/2021/01/1Artboard_311_1200x1200-compressed.jpg,Cheveux
271,RENE FURTERER – COMPLEXE 5 SERUM,112.000 TND TTC,"

Révélez toute la force et la beauté de vos cheveux avec le concentré végétal COMPLEXE 5. 
Ce soin culte riche en huiles essentielles chaudes de lavande et d’orange aux vertus stimulantes est une véritable cure de vitalité pour votre cuir chevelu. 
Étape incontournable avant votre shampooing, l’application de ce soin sera l’occasion d’un massage bienfaisant et vous fera vivre un moment de bien être inégalé. 
Relaxant et embaumé de senteurs, COMPLEXE 5 tonifie le cuir chevelu et fortifie les cheveux dès la racine. 
Plus résistants, plus vigoureux, ils retrouvent une beauté éclatante.

",https://anais.tn/produit/rene-furterer-complexe-5/,https://anais.tn/wp-content/uploads/2020/05/rf-site-complexe-5-produits-packshots-400x493px-concentre-50ml.jpg,Cheveux
272,RENE FURTERER – KARITE NUTRI CRÈME DE JOUR NUTRITION INTENSE,51.500 TND TTC,"
LE SOIN BEAUTÉ EXPRESS, ALLIÉ DES CHEVEUX TRÈS SECS AU QUOTIDIEN
Grâce à sa texture onctueuse et non grasse, la Crème de jour nutrition intense KARITÉ NUTRI nourrit et magnifie au quotidien les cheveux très secs. Avec à ce soin de jour sans rinçage, geste beauté par excellence, les cheveux très secs sont magnifiés, infiniment souples, faciles à coiffer et jamais alourdis.
",https://anais.tn/produit/rene-furterer-karite-nutri-creme-de-jour-nutrition-intense/,https://anais.tn/wp-content/uploads/2020/05/day-cream-leavein-karite-nutri-rene-furterer.png,Cheveux
273,RENE FURTERER – KARITE NUTRI HUILE NUTRITION INTENSE,85.500 TND TTC,"
L’HUILE NUTRITIVE AVANT-SHAMPOOING QUI NOURRIT ET RÉGÉNÈRE LES CHEVEUX TRÈS SECS.
A utiliser selon son envie, par touche ou en bain, l’Huile nutrition intense KARITÉ NUTRI nourrit en profondeur et régénère les cheveux très secs. Grâce à sa formule « haute rinçabilité » enrichie en huile de Karité, ce soin avant-shampoing s’élimine facilement. La chevelure est transformée en une matière souple et brillante. Le cuir chevelu redevient confortable.
",https://anais.tn/produit/rene-furterer-karite-nutri-huile-nutrition-intense/,https://anais.tn/wp-content/uploads/2020/05/oil-karite-nutri-rene-furterer_0.png,Cheveux
274,RENE FURTERER – KARITE NUTRI MASQUE NUTRITION INTENSE,68.000 TND TTC,"
UN SOIN D’EXCEPTION NOURRISSANT ET RÉPARATEUR, À LA RICHESSE INÉGALÉE
Concentré en huile et en beurre de KARITÉ ÉTHIQUE, actif naturel mythique, et enrichi en agents réparateurs, le Masque nutrition intense KARITÉ NUTRI offre une source de nutrition exceptionnelle aux cheveux très secs. Gorgée de précieuses pectines de coing aux vertus gainantes, sa texture d’exception, riche et onctueuse, au parfum sensoriel, régénère et nourrit les cheveux très secs en profondeur, sans les alourdir. Instantanément démêlée, la chevelure se transforme en une matière infiniment douce, souple et facile à coiffer.
",https://anais.tn/produit/rene-furterer-karite-nutri-masque-nutrition-intense/,https://anais.tn/wp-content/uploads/2020/05/mask-karite-nutri-rene-furterer.jpg,Cheveux
275,RENE FURTERER – KARITE NUTRI SHAMPOOING NUTRITION INTENSE,44.700 TND TTC,"
UNE PROUESSE GALÉNIQUE POUR VOS CHEVEUX TRÈS SECS : 12% D’HUILES NUTRITIVES.
Le Shampooing nutrition intense KARITÉ NUTRI est une véritable prouesse galénique, il associe le beurre de KARITÉ ÉTHIQUE, actif naturel mythique, à 12 % d’huiles nutritives. Formulé avec une base lavante douce au parfum enveloppant et doté d’une texture riche et précieuse, il offre une nutrition exceptionnelle aux cheveux très secs et redonne confort au cuir chevelu. Facile à démêler et à coiffer, la chevelure devient souple, douce et brillante.
",https://anais.tn/produit/rene-furterer-karite-nutri-shampooing-nutrition-intense/,https://anais.tn/wp-content/uploads/2020/05/shampoo-karite-nutri-rene-furterer_0-1.png,Cheveux
276,RENE FURTERER – TRIPHASIC PROGRESSIVE,123.100 TND TTC,"
LE TRAITEMENT EFFICACE ET GLOBAL CONTRE LA CHUTE DE CHEVEUX PROGRESSIVE
Dans le cas de la chute de cheveux progressive, les cycles pilaires se raccourcissent et le capital cheveux s’épuise prématurement. La formule TRIPHASIC PROGRESSIVE, aux 3 phases actives, agit au 3 étapes décisives du cycle de vie du cheveu (Naissance, Croissance, Maturité) pour freiner la chute, stimuler la croissance et prolonger la vie des cheveux. Dès le 1er mois, la densité capillaire augmente et le cuir chevelu est moins visible. + 7490 cheveux après 3 mois de cure. Traitement n°1 des antichutes en France*. *IQVIA (IMS et Quintilles) – Pharmatrend6 Furterer N°1 des soins antichute (hors AMM) en pharmacie en France – CF à fin juillet 2018 – en valeur. *Données IMS – année 2016 en valeur.
",https://anais.tn/produit/rene-furterer-triphasic-progressive/,https://anais.tn/wp-content/uploads/2020/05/rf_website_triphasic-vht_hair-loss-treatment-serum_8x55ml_packshot_product-page_400x493.png,Cheveux
277,RENE FURTERER – TRIPHASIC REACTIONAL,273.000 TND TTC,"
LE SOIN COMPLET POUR FREINER LA CHUTE DE CHEVEUX RÉACTIONNELLE
TRIPHASIC REACTIONAL relance rapidement la croissance des cheveux et les renforce tout en préservant l’équilibre du cuir chevelu. Complexe unique d’actifs de haute efficacité, il conjugue 3 actions fondamentales pour augmenter visiblement la masse capillaire et lui apporter vigueur et vitalité. Dès le 1er mois, efficacité antichute prouvée chez 92% des utilisateurs.* *Evaluation réalisée auprès de 51 sujets. Phototrichogramme.
",https://anais.tn/produit/rene-furterer-triphasic-reactional/,https://anais.tn/wp-content/uploads/2020/05/rf_website_triphasic-reactional_sudden-hair-loss-treatment_5ml_packshot_product-page_400x493.png,Cheveux
278,RENE FURTERER KARITÉ HYDRA CRÈME DE JOUR HYDRATANTE,49.800 TND TTC,"
SOIN BEAUTÉ EXPRESS, COMPLICE DES CHEVEUX SECS AU QUOTIDIEN
Grâce à sa texture fondante et non grasse, la Crème de jour hydratation brillance KARITÉ HYDRA hydrate et sublime au quotidien les cheveux secs. Ce soin sans rinçage, geste beauté incontournable, transforme et embellie instantanément la chevelure en une matière douce, souple et brillante, tout en légèreté.
",https://anais.tn/produit/rene-furterer-karite-hydra-creme-de-jour-hydratante/,https://anais.tn/wp-content/uploads/2020/05/day-cream-leavein-karite-hydra-rene-furterer_0.png,Cheveux
279,RENE FURTERER KARITÉ HYDRA MASQUE HYDRATATION BRILLANCE,68.000 TND TTC,"

Le Masque hydratation brillance KARITE HYDRA réhydrate intensément les cheveux secs grâce à l’huile Karité, actif naturel mythique, associé au Cimentrio, complexe restructurant exclusif René Furterer.
Soin beauté des cheveux secs, sa texture crémeuse et fondante, au parfum délicat, lisse la fibre capillaire et l’hydrate durablement, sans jamais l’alourdir. 
Parfaitement démêlés, les cheveux secs retrouvent douceur, souplesse et brillance, tout en légèreté.

",https://anais.tn/produit/rene-furterer-karite-hydra-masque-hydratation-brillance/,https://anais.tn/wp-content/uploads/2020/05/rene-furterer-karite-masque-hydra-pot-200ml.png,Cheveux
280,RENE FURTERER KARITE HYDRA SHAMPOOING HYDRATATION BRILLANCE,43.900 TND TTC,"

Le Shampooing hydratation brillance KARITÉ HYDRA offre une hydratation intense et une protection aux cheveux secs grâce à l’huile de Karité, actif naturel mythique. Formulée avec une base lavante douce au parfum délicat, sa texture légère et nacrée apporte une protection optimale à la chevelure et au cuir chevelu, elle développe une mousse onctueuse et facilite le démêlage tout en douceur. 
Hydratés, les cheveux secs sont gainés, faciles à coiffer, souples et brillants, tout en légèreté.

 
",https://anais.tn/produit/rene-furterer-karite-hydra-shampooing-hydratation-brillance/,https://anais.tn/wp-content/uploads/2020/05/mask-tube-karite-hydra-rene-furterer-1.jpg,Cheveux
281,RIVADERM KERATILISS MASQUE 250 ML,40.000 TND TTC,"

Keratiliss Masque traitement intensif spécialement formulé pour les cheveux abîmés, sensibilisés ou secs,est un soin qui revitalise les cheveux en profondeur et en surface et améliore son élasticité.

",https://anais.tn/produit/rivaderm-keratiliss-masque-250-ml/,https://anais.tn/wp-content/uploads/2021/01/pixlr-bg-result-compressed.jpg,Cheveux
282,RIVADERM KERATILISS SHAMPOOING A LA KÉRATINE 200ML,34.996 TND TTC,"

C’un shampooing a la kératine sans sulfate, sans sodium 
Un traitement de réparation qui ne contient pas des éléments néfastes tels que le sulfate et le sodium. 

",https://anais.tn/produit/rivaderm-keratiliss-shampooing-a-la-keratine-200ml/,https://anais.tn/wp-content/uploads/2021/08/keratiliss-shampooing-rivaderm-min.jpg,Cheveux
283,RIVADERM KERATILISS TROUSSE  » SHAMPOOING+MASQUE+SERUM »,84.700 TND TTC,"

A base de kératine organique:

Rivaderm keratiliss Shampoing (Sans Sulfate ,Sans Sodium).

Rivaderm keratiliss Sérum(A SPF20).

Rivaderm keratiliss masque (Cheveux secs, Abîmés et cassants.

",https://anais.tn/produit/rivaderm-keratiliss-trousse-shampoingmasqueserum/,https://anais.tn/wp-content/uploads/2021/01/1.jpg,Cheveux
284,RIVADERM POUXEND SHAMPOING 100ML,11.650 TND TTC,"

Le shampooing anti-poux pouxend est un traitement d’entretien contre les poux.
Pouxend shampooing est efficace, non toxique et doux. 
Il peut être utilisé chez l’adulte et l’enfant à partir de 2 ans.

",https://anais.tn/produit/rivaderm-pouxend-shampooing-100ml/,https://anais.tn/wp-content/uploads/2021/01/RIVADERM-POUXEND-SHAMPOOING-100ML-8-compressed.jpg,Cheveux
285,SESDERMA SESKAVEL GROWTH  KAVEL M,117.900 TND 105.890 TND TTC,"

Complément alimentaire à base d’acides aminés pour des cheveux plus denses et solides. 
Anti-chute + volume.

",https://anais.tn/produit/sesderma-seskavel-growth-kavel-m/,https://anais.tn/wp-content/uploads/2020/05/SESKAVEL-GROWTH-Kavel-M-Masse-Capillaire.png,Cheveux
286,SESDERMA SESKAVEL GROWTH  MOUSSE,111.900 TND 95.970 TND TTC,"

Prévention et traitement de la chute des cheveux.
 L’intégration de ces actifs de taille nano dans les liposomes représente un avantage : ces derniers vont mieux pénétrer à travers les couches cutanées et du cheveu et on obtient des traitements en profondeur jusqu’alors inimaginables.
 Cela est fondamental dans le cas de l’alopécie, car pour obtenir des effets réels, les ingrédients doivent parvenir jusqu’au bulbe pileux et à la racine.

",https://anais.tn/produit/sesderma-seskavel-growth-mousse/,https://anais.tn/wp-content/uploads/2020/05/SESKAVEL-GROWTH-Mousse-à-la-Mûre.png,Cheveux
